6,5,6,5,6,5,6,5,6,5,6,5,6,2,150,150,7,120,120,120,120,120,120,7,124,124,7,120,120,120,120,120,120,7,150,150,3,6,5,6,5,6,5,6,5,6,5,6,5,6
5,6,5,6,5,6,5,6,5,6,5,4,3,4,150,150,8,120,7,120,120,7,120,8,120,120,8,120,7,120,120,7,120,8,150,150,120,3,6,5,6,5,6,5,6,5,6,5,6,5
6,5,6,5,6,5,6,5,6,5,6,2,120,120,150,150,9,36,8,120,120,8,36,9,120,120,9,36,8,120,120,8,36,9,150,150,120,120,3,6,5,6,5,4,3,4,3,6,5,6
5,6,5,6,5,6,5,6,5,6,5,4,120,120,150,150,120,120,9,36,36,9,120,120,120,120,120,120,9,36,36,9,120,120,150,150,120,120,1,5,6,5,4,120,120,120,120,3,6,5
6,5,6,5,6,5,6,5,6,5,6,2,120,120,150,150,120,120,120,120,120,120,120,36,120,120,36,120,120,120,120,120,120,120,150,150,120,1,5,6,5,6,2,120,120,120,120,1,5,6
5,6,5,6,5,6,5,6,5,6,5,6,2,120,150,150,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,120,150,150,120,3,6,5,6,5,4,120,120,120,120,3,6,5
6,5,6,5,6,5,6,5,6,5,6,5,4,120,150,150,120,120,120,120,120,120,120,36,120,120,36,120,120,120,120,120,120,120,150,150,120,1,5,6,5,6,2,120,120,120,120,1,5,6
5,6,5,6,5,6,5,6,5,6,5,6,2,120,150,150,120,120,120,1,2,120,120,120,120,120,120,120,120,1,2,120,120,120,150,150,120,3,6,5,6,5,6,2,120,120,120,3,6,5
6,5,6,5,6,5,6,5,6,5,6,5,4,120,150,150,120,120,1,5,6,2,120,120,120,120,120,120,1,5,6,2,120,120,150,150,120,120,3,6,5,6,5,4,120,120,120,120,3,6
5,6,5,6,5,6,5,6,5,6,5,6,2,120,150,150,120,120,3,6,5,4,120,120,120,120,120,120,3,6,5,4,120,120,150,150,120,120,1,5,6,5,6,2,120,120,120,120,1,5
6,5,6,5,6,5,6,5,6,5,6,5,4,120,150,150,120,120,1,5,6,2,120,120,120,120,120,120,1,5,6,2,120,120,150,150,120,120,3,6,5,6,5,6,2,120,120,120,3,6
5,6,5,6,5,6,5,4,3,4,3,4,120,120,150,150,120,120,3,6,5,4,120,120,120,120,120,120,3,6,5,4,120,120,150,150,120,120,1,5,6,5,6,5,4,120,120,120,120,3
4,3,4,3,4,3,4,120,120,120,120,120,120,120,150,150,120,120,120,3,4,120,120,120,120,120,120,120,120,3,4,120,120,120,150,150,120,120,3,6,5,4,3,4,120,120,120,45,42,43
42,43,43,40,120,120,120,120,120,120,120,120,120,45,152,153,40,120,120,120,120,120,33,120,120,120,120,34,120,120,120,120,120,45,152,153,40,120,120,3,4,120,120,45,42,43,43,44,52,51
52,51,53,41,43,43,42,40,120,120,120,45,43,44,152,153,41,43,43,42,43,42,42,146,147,147,148,42,42,43,43,43,43,44,152,153,41,43,43,42,43,43,43,44,52,51,54,52,52,51
52,51,53,52,51,54,52,41,42,43,42,44,54,52,152,153,51,51,53,54,54,63,52,146,147,147,148,52,51,53,54,63,54,52,152,153,51,54,63,52,51,51,53,54,52,63,54,52,52,63
51,51,53,52,51,63,54,52,52,63,52,51,54,52,152,153,51,51,53,54,63,62,52,146,147,147,148,52,63,53,54,52,63,52,152,153,51,54,63,52,52,51,53,54,52,62,63,52,52,63
63,51,53,52,52,62,63,52,52,63,52,63,62,52,152,153,63,51,54,52,52,52,64,146,147,147,148,52,62,51,54,52,51,54,152,153,51,54,52,52,52,62,53,63,52,52,62,64,52,62
62,62,53,62,52,52,62,64,52,62,64,62,62,52,152,153,62,63,63,52,51,54,63,146,147,147,148,52,64,51,63,62,51,63,152,153,62,63,52,52,52,62,53,62,52,64,61,63,52,62
52,62,53,62,52,64,61,63,52,62,53,52,62,52,152,153,62,63,63,52,51,54,52,146,147,147,148,52,63,63,63,62,63,62,152,153,62,63,52,62,52,62,63,62,52,63,61,62,52,62
52,62,63,62,152,153,61,62,52,62,52,51,53,54,152,153,52,63,63,52,63,63,52,146,147,147,148,61,62,63,63,52,63,64,152,153,62,63,52,62,51,54,63,62,52,63,61,62,52,62
51,54,63,62,152,153,61,62,52,62,52,63,53,63,152,153,52,64,63,52,52,62,52,146,147,147,148,61,52,62,62,51,54,63,152,153,52,52,52,62,63,63,62,52,62,62,61,51,53,54
63,63,62,52,152,153,61,51,53,54,52,62,53,62,152,153,52,63,62,52,64,62,52,146,147,147,148,61,62,62,62,51,54,62,152,153,52,51,53,54,62,62,62,52,62,61,61,63,53,63
62,62,62,52,152,153,61,63,53,63,52,52,63,52,152,153,64,52,64,52,63,52,52,146,147,147,148,61,62,64,62,51,54,62,152,153,61,63,53,63,62,62,61,61,61,61,61,62,53,62
64,62,61,61,152,153,61,63,53,62,52,52,62,61,152,153,63,52,63,52,63,61,61,146,147,147,148,61,62,63,62,63,62,61,152,153,61,62,53,62,61,62,61,136,137,137,138,62,63,62
63,61,61,61,152,153,61,62,63,61,61,61,61,61,152,153,62,61,63,52,62,64,61,146,147,147,148,61,61,63,64,63,62,61,152,153,64,62,63,62,61,62,61,146,147,147,148,62,62,62
62,61,51,54,152,153,61,62,63,61,61,61,61,64,152,153,62,61,62,61,62,63,61,146,147,147,148,61,61,62,63,62,62,64,152,153,63,62,62,62,61,64,61,146,61,147,148,61,62,64
62,61,51,54,152,153,61,61,62,61,61,64,61,63,152,153,61,61,62,61,62,62,61,146,147,147,148,61,64,62,63,62,61,63,152,153,62,61,62,61,61,63,61,146,147,147,148,61,61,63
61,61,64,63,152,153,61,61,62,61,61,63,61,62,152,153,61,64,61,61,61,62,61,146,147,147,148,61,63,62,62,61,64,62,152,153,62,61,62,61,61,62,61,146,147,147,148,64,61,63
61,61,63,62,152,153,61,61,61,61,61,62,61,62,152,153,61,63,61,61,61,62,61,35,147,147,35,61,63,62,62,61,63,61,152,153,61,61,61,61,61,61,61,146,147,147,148,63,61,62
61,61,63,61,152,153,61,61,61,61,61,62,61,62,152,153,61,63,61,61,61,62,61,35,147,147,35,61,63,62,61,61,63,61,152,153,61,61,61,61,64,61,61,146,147,147,148,62,61,62
64,61,62,61,152,153,61,61,64,62,61,62,61,61,152,153,61,62,64,61,64,61,61,146,147,147,148,61,63,64,61,61,62,61,152,153,61,64,61,61,63,61,61,146,62,61,148,62,61,61
62,61,61,61,152,153,61,61,62,62,61,62,61,61,152,153,61,62,62,61,63,64,61,146,147,147,148,61,62,63,61,61,61,61,152,153,61,62,61,61,62,61,61,61,147,147,148,62,61,64
62,61,61,136,137,137,138,61,62,61,61,61,61,61,152,153,61,61,62,61,62,62,61,146,147,147,148,61,62,62,61,61,61,61,152,153,61,61,61,61,61,61,61,146,147,147,61,61,61,62
21,21,21,35,147,147,35,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,146,147,147,148,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,146,147,21,148,21,21,21
22,22,22,35,147,147,35,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22
22,22,22,146,147,147,148,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22
22,22,22,146,147,147,148,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,146,147,147,148,22,22,22
